Year,CanonicalCategory,Category,Film,FilmId,Nominees,Winner,Detail
1994,MUSIC (Original Score),Music (Original Score),Interview with the Vampire,tt0110148,Elliot Goldenthal,,
1994,MUSIC (Original Score),Music (Original Score),The Lion King,tt0110357,Hans Zimmer,TRUE,
1994,MUSIC (Original Score),Music (Original Score),Little Women,tt0110367,Thomas Newman,,
1994,MUSIC (Original Score),Music (Original Score),The Shawshank Redemption,tt0111161,Thomas Newman,,
1994,MUSIC (Original Song),Music (Original Song),The Lion King,tt0110357,"Elton John, Tim Rice",TRUE,Can You Feel The Love Tonight
1994,MUSIC (Original Song),Music (Original Song),The Lion King,tt0110357,"Elton John, Tim Rice",,Circle Of Life
1994,MUSIC (Original Song),Music (Original Song),The Lion King,tt0110357,"Elton John, Tim Rice",,Hakuna Matata
1994,MUSIC (Original Song),Music (Original Song),Junior,tt0110216,"Carole Bayer Sager, James Newton Howard, James Ingram, Patty Smyth",,Look What Love Has Done
1994,MUSIC (Original Song),Music (Original Song),The Paper,tt0110771,Randy Newman,,Make Up Your Mind
1994,BEST PICTURE,Best Picture,Forrest Gump,tt0109830,"Wendy Finerman, Steve Tisch, Steve Starkey",TRUE,
1994,BEST PICTURE,Best Picture,Four Weddings and a Funeral,tt0109831,Duncan Kenworthy,,
1994,BEST PICTURE,Best Picture,Pulp Fiction,tt0110912,Lawrence Bender,,
1994,BEST PICTURE,Best Picture,Quiz Show,tt0110932,"Robert Redford, Michael Jacobs, Julian Krainin, Michael Nozik",,
1994,BEST PICTURE,Best Picture,The Shawshank Redemption,tt0111161,Niki Marvin,,
1994,SHORT FILM (Animated),Short Film (Animated),The Big Story,tt0109270,"Tim Watts, David Stoten",,
1994,SHORT FILM (Animated),Short Film (Animated),Bob's Birthday,tt0106446,"Alison Snowden, David Fine",TRUE,
1994,SHORT FILM (Animated),Short Film (Animated),The Janitor,tt0110183,Vanessa Schwartz,,
1994,SHORT FILM (Animated),Short Film (Animated),The Monk and the Fish,tt0110547,Michael Dudok de Wit,,
1994,SHORT FILM (Animated),Short Film (Animated),Triangle,tt0111489,Erica Russell,,
1994,SHORT FILM (Live Action),Short Film (Live Action),Franz Kafka's It's a Wonderful Life,tt0106961,"Peter Capaldi, Ruth Kenley-Letts",TRUE,
1994,SHORT FILM (Live Action),Short Film (Live Action),Kangaroo Court,tt0110239,"Sean Astin, Christine Astin",,
1994,SHORT FILM (Live Action),Short Film (Live Action),On Hope,tt0110726,"JoBeth Williams, Michele McGuire",,
1994,SHORT FILM (Live Action),Short Film (Live Action),Syrup,tt0111338,"Paul Unwin, Nick Vivian",,
1994,SHORT FILM (Live Action),Short Film (Live Action),Trevor,tt0111486,"Peggy Rajski, Randy Stone",TRUE,
1994,SOUND MIXING,Sound Mixing,Clear and Present Danger,tt0109444,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Arthur Rochester",,
1994,SOUND MIXING,Sound Mixing,Forrest Gump,tt0109830,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",,
1994,SOUND MIXING,Sound Mixing,Legends of the Fall,tt0110322,"Paul Massey, David Campbell, Christopher David, Douglas Ganton",,
1994,SOUND MIXING,Sound Mixing,The Shawshank Redemption,tt0111161,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie Burton",,
1994,SOUND MIXING,Sound Mixing,Speed,tt0111257,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",TRUE,
1994,SOUND EDITING,Sound Editing,Clear and Present Danger,tt0109444,"Bruce Stambler, John Leveque",,
1994,SOUND EDITING,Sound Editing,Forrest Gump,tt0109830,"Gloria S. Borders, Randy Thom",,
1994,SOUND EDITING,Sound Editing,Speed,tt0111257,Stephen Hunter Flick,TRUE,
1994,VISUAL EFFECTS,Visual Effects,Forrest Gump,tt0109830,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",TRUE,
1994,VISUAL EFFECTS,Visual Effects,The Mask,tt0110475,"Scott Squires, Steve Williams, Tom Bertino, Jon Farhat",,
1994,VISUAL EFFECTS,Visual Effects,True Lies,tt0111503,"John Bruno, Thomas L. Fisher, Jacques Stroweis, Patrick McClung",,
1994,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Forrest Gump,tt0109830,Eric Roth,TRUE,
1994,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Madness of King George,tt0110428,Alan Bennett,,
1994,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Nobody's Fool,tt0110684,Robert Benton,,
1994,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Quiz Show,tt0110932,Paul Attanasio,,
1994,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Shawshank Redemption,tt0111161,Frank Darabont,,
1994,WRITING (Original Screenplay),Writing (Original Screenplay),Bullets over Broadway,tt0109348,"Woody Allen, Douglas McGrath",,
1994,WRITING (Original Screenplay),Writing (Original Screenplay),Four Weddings and a Funeral,tt0109831,Richard Curtis,,
1994,WRITING (Original Screenplay),Writing (Original Screenplay),Heavenly Creatures,tt0110005,"Frances Walsh, Peter Jackson",,
1994,WRITING (Original Screenplay),Writing (Original Screenplay),Pulp Fiction,tt0110912,"Quentin Tarantino, Roger Avary",TRUE,
1994,WRITING (Original Screenplay),Writing (Original Screenplay),Red,tt0111495,"Krzysztof Piesiewicz, Krzysztof Kieslowski",,
1994,JEAN HERSHOLT HUMANITARIAN AWARD,Jean Hersholt Humanitarian Award,,,Quincy Jones,TRUE,
1994,HONORARY AWARD,Honorary Award,,,Michelangelo Antonioni,TRUE,
1994,IRVING G. THALBERG MEMORIAL AWARD,Irving G. Thalberg Memorial Award,,,Clint Eastwood,TRUE,
1994,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),Scientific and Technical Award (Academy Award of Merit),,,"Petro Vlahos, Paul Vlahos",TRUE,Special Photographic
1994,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),Scientific and Technical Award (Academy Award of Merit),,,Eastman Kodak Company,TRUE,Film
1994,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"GARY DEMOS, DAN CAMERON, DAVID DiFRANCESCO, GARY STARKWEATHER, SCOTT SQUIRES",TRUE,Special Photographic
1994,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Ray Feeney, WILL McCOWN, BILL BISHOP, LES DITTERT",TRUE,Special Photographic
1994,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"LINCOLN HU, MICHAEL MacKENZIE, GLENN KENNEL, MIKE DAVIS",TRUE,Special Photographic
1994,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Iain Neil, Al Saiki, Panavision International",TRUE,Lenses and Filters
1994,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,JAMES KETCHAM,TRUE,Sound
1994,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"William J. Warner, Eric C. Peters, Michael E. Phillips, Tom A. Ohanian, Patrick D. O'Connor, Joe H. Rice",TRUE,Editorial and Pre-production
1994,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"Paul Bamborough, Nick Pollack, Arthur Wright, Neil Harris, DUNCAN MacLEAN",TRUE,Editorial and Pre-production
1994,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),Scientific and Technical Award (Scientific and Engineering Award),,,"George Sauve, Bill Bishop, Arpag Dadourian, Ray Feeney, Richard Patterson",TRUE,Special Photographic
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"B. RUSSELL HESSEY, Vincent T. Kelton, George Jackman",TRUE,Stage Operations
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Frieder Hochheim, Gary Swink, Dr. Joe Zhou, Don Northrop",TRUE,Lighting
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,EMMANUEL PREVINAIRE,TRUE,Photography
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,JACQUES SAX,TRUE,Sound
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"CLAY DAVIS, JOHN CARTER",TRUE,Sound
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Stephen W. Potter, JOHN B. ASMAN, CHARLES PELL, RICHARD LARSON",TRUE,Sound
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,Audio Tracks Inc.,TRUE,Sound
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,COLIN BROAD,TRUE,Sound
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,DIETER STURM,TRUE,Stage Operations
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"David A. Addleman, Lloyd A. Addleman",TRUE,Special Photographic
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Mark R. Schneider, Herbert R. Jones, Christopher D. Conover, John R.B. Brown",TRUE,Special Photographic
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"Jack C. Smith, Michael Crichton, Emil Safier",TRUE,Editorial and Pre-production
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,"STEPHEN GREENFIELD, CHRIS HUNTLEY",TRUE,Editorial and Pre-production
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,ART FRITZEN,TRUE,Stage Operations
1994,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),Scientific and Technical Award (Technical Achievement Award),,,DR. MIKE BOUDRY,TRUE,Special Photographic
1994,MEDAL OF COMMENDATION,Medal of Commendation,,,John A. Bonner,TRUE,
1995,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Leaving Las Vegas,tt0113627,Nicolas Cage,TRUE,Ben Sanderson
1995,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Mr. Holland's Opus,tt0113862,Richard Dreyfuss,,Glenn Holland
1995,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Nixon,tt0113987,Anthony Hopkins,,Richard Nixon
1995,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Dead Man Walking,tt0112818,Sean Penn,,Matthew Poncelet
1995,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Postman (Il Postino),tt0110877,Massimo Troisi,,Mario
1995,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Babe,tt0112431,James Cromwell,,Farmer Hoggett
1995,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Apollo 13,tt0112384,Ed Harris,,Gene Kranz
1995,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,12 Monkeys,tt0114746,Brad Pitt,,Jeffrey Goines
1995,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Rob Roy,tt0114287,Tim Roth,,Archibald Cunningham
1995,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Usual Suspects,tt0114814,Kevin Spacey,TRUE,Roger 'Verbal' Kint
1995,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Dead Man Walking,tt0112818,Susan Sarandon,TRUE,Sister Helen Prejean
1995,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Leaving Las Vegas,tt0113627,Elisabeth Shue,,Sera
1995,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Casino,tt0112641,Sharon Stone,,Ginger McKenna
1995,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Bridges of Madison County,tt0112579,Meryl Streep,,Francesca Johnson
1995,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Sense and Sensibility,tt0114388,Emma Thompson,,Elinor Dashwood
1995,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Nixon,tt0113987,Joan Allen,,Pat Nixon
1995,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Apollo 13,tt0112384,Kathleen Quinlan,,Marilyn Lovell
1995,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Mighty Aphrodite,tt0113819,Mira Sorvino,TRUE,Linda
1995,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Georgia,tt0113158,Mare Winningham,,Georgia
1995,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Sense and Sensibility,tt0114388,Kate Winslet,,Marianne Dashwood
1995,ART DIRECTION,Art Direction,Apollo 13,tt0112384,"Michael Corenblith, Merideth Boswell",,
1995,ART DIRECTION,Art Direction,Babe,tt0112431,"Roger Ford, Kerrie Brown",,
1995,ART DIRECTION,Art Direction,A Little Princess,tt0113670,"Bo Welch, Cheryl Carasik",,
1995,ART DIRECTION,Art Direction,Restoration,tt0114272,Eugenio Zanetti,TRUE,
1995,ART DIRECTION,Art Direction,Richard III,tt0114279,Tony Burrough,,
1995,CINEMATOGRAPHY,Cinematography,Batman Forever,tt0112462,Stephen Goldblatt,,
1995,CINEMATOGRAPHY,Cinematography,Braveheart,tt0112573,John Toll,TRUE,
1995,CINEMATOGRAPHY,Cinematography,A Little Princess,tt0113670,Emmanuel Lubezki,,
1995,CINEMATOGRAPHY,Cinematography,Sense and Sensibility,tt0114388,Michael Coulter,,
1995,CINEMATOGRAPHY,Cinematography,Shanghai Triad,tt0115012,Lu Yue,,
1995,COSTUME DESIGN,Costume Design,Braveheart,tt0112573,Charles Knode,,
1995,COSTUME DESIGN,Costume Design,Restoration,tt0114272,James Acheson,TRUE,
1995,COSTUME DESIGN,Costume Design,Richard III,tt0114279,Shuna Harwood,,
1995,COSTUME DESIGN,Costume Design,Sense and Sensibility,tt0114388,"Jenny Beavan, John Bright",,
1995,COSTUME DESIGN,Costume Design,12 Monkeys,tt0114746,Julie Weiss,,
1995,DIRECTING,Directing,Babe,tt0112431,Chris Noonan,,
1995,DIRECTING,Directing,Braveheart,tt0112573,Mel Gibson,TRUE,
1995,DIRECTING,Directing,Dead Man Walking,tt0112818,Tim Robbins,,
1995,DIRECTING,Directing,Leaving Las Vegas,tt0113627,Mike Figgis,,
1995,DIRECTING,Directing,The Postman (Il Postino),tt0110877,Michael Radford,,
1995,DOCUMENTARY (Feature),Documentary (Feature),Anne Frank Remembered,tt0112373,Jon Blair,TRUE,
1995,DOCUMENTARY (Feature),Documentary (Feature),The Battle over Citizen Kane,tt0115634,"Thomas Lennon, Michael Epstein",,
1995,DOCUMENTARY (Feature),Documentary (Feature),Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,tt0117669,"Allan Miller, Walter Scheuer",,
1995,DOCUMENTARY (Feature),Documentary (Feature),Hank Aaron: Chasing the Dream,tt0113254,"Mike Tollin, Fredric Golding",,
1995,DOCUMENTARY (Feature),Documentary (Feature),Troublesome Creek: A Midwestern,tt1614420,"Jeanne Jordan, Steven Ascher",,
1995,DOCUMENTARY (Short Subject),Documentary (Short Subject),Jim Dine: A Self-Portrait on the Walls,tt0113473,"Nancy Dine, Richard Stilwell",,
1995,DOCUMENTARY (Short Subject),Documentary (Short Subject),The Living Sea,tt0113676,"Greg MacGillivray, Alec Lorimore",,
1995,DOCUMENTARY (Short Subject),Documentary (Short Subject),Never Give Up: The 20th Century Odyssey of Herbert Zipper,tt0113963,"Terry Sanders, Freida Lee Mock",,
1995,DOCUMENTARY (Short Subject),Documentary (Short Subject),One Survivor Remembers,tt0114044,Kary Antholis,TRUE,
1995,DOCUMENTARY (Short Subject),Documentary (Short Subject),The Shadow of Hate,tt0114405,Charles Guggenheim,,
1995,FILM EDITING,Film Editing,Apollo 13,tt0112384,"Mike Hill, Dan Hanley",TRUE,
1995,FILM EDITING,Film Editing,Babe,tt0112431,"Marcus D'Arcy, Jay Friedkin",,
1995,FILM EDITING,Film Editing,Braveheart,tt0112573,Steven Rosenblum,,
1995,FILM EDITING,Film Editing,Crimson Tide,tt0112740,Chris Lebenzon,,
1995,FILM EDITING,Film Editing,Seven,tt0114369,Richard Francis-Bruce,,
1995,INTERNATIONAL FEATURE FILM,International Feature Film,All Things Fair,tt0113720,,,
1995,INTERNATIONAL FEATURE FILM,International Feature Film,Antonia's Line,tt0112379,,TRUE,
1995,INTERNATIONAL FEATURE FILM,International Feature Film,Dust of Life,tt0110880,,,
1995,INTERNATIONAL FEATURE FILM,International Feature Film,O Quatrilho,tt0114212,,,
1995,INTERNATIONAL FEATURE FILM,International Feature Film,The Star Maker,tt0114808,,,
1995,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Braveheart,tt0112573,"Peter Frampton, Paul Pattison, Lois Burwell",TRUE,
1995,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,"My Family, Mi Familia",tt0113896,"Ken Diaz, Mark Sanchez",,
1995,MAKEUP AND HAIRSTYLING,Makeup and Hairstyling,Roommates,tt0114296,"Greg Cannom, Bob Laden, Colleen Callaghan",,
1995,MUSIC (Original Score),Music (Original Score),Apollo 13,tt0112384,James Horner,,
1995,MUSIC (Original Score),Music (Original Score),Braveheart,tt0112573,James Horner,,
1995,MUSIC (Original Score),Music (Original Score),Nixon,tt0113987,John Williams,,
1995,MUSIC (Original Score),Music (Original Score),The Postman (Il Postino),tt0110877,Luis Enrique Bacalov,TRUE,
1995,MUSIC (Original Score),Music (Original Score),Sense and Sensibility,tt0114388,Patrick Doyle,,
1995,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),The American President,tt0112346,Marc Shaiman,,
1995,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Pocahontas,tt0114148,"Alan Menken, Stephen Schwartz",TRUE,
1995,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Sabrina,tt0114319,John Williams,,
1995,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Toy Story,tt0114709,Randy Newman,,
1995,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Unstrung Heroes,tt0114798,Thomas Newman,,
1995,MUSIC (Original Song),Music (Original Song),Pocahontas,tt0114148,"Alan Menken, Stephen Schwartz",TRUE,Colors Of The Wind
1995,MUSIC (Original Song),Music (Original Song),Dead Man Walking,tt0112818,Bruce Springsteen,,Dead Man Walkin'
1995,MUSIC (Original Song),Music (Original Song),Don Juan DeMarco,tt0112883,"Michael Kamen, Bryan Adams, Robert John Lange",,Have You Ever Really Loved A Woman
1995,MUSIC (Original Song),Music (Original Song),Sabrina,tt0114319,"John Williams, Alan Bergman, Marilyn Bergman",,Moonlight
1995,MUSIC (Original Song),Music (Original Song),Toy Story,tt0114709,Randy Newman,,You've Got A Friend In Me
1995,BEST PICTURE,Best Picture,Apollo 13,tt0112384,Brian Grazer,,
1995,BEST PICTURE,Best Picture,Babe,tt0112431,"George Miller, Doug Mitchell, Bill Miller",,
1995,BEST PICTURE,Best Picture,Braveheart,tt0112573,"Mel Gibson, Alan Ladd Jr., Bruce Davey",TRUE,
1995,BEST PICTURE,Best Picture,The Postman (Il Postino),tt0110877,"Mario Cecchi Gori, Vittorio Cecchi Gori, Gaetano Daniele",,
1995,BEST PICTURE,Best Picture,Sense and Sensibility,tt0114388,Lindsay Doran,,
1995,SHORT FILM (Animated),Short Film (Animated),The Chicken from Outer Space,tt0112661,John R. Dilworth,,
1995,SHORT FILM (Animated),Short Film (Animated),A Close Shave,tt0112691,Nick Park,TRUE,
1995,SHORT FILM (Animated),Short Film (Animated),the end,tt0112958,"Chris Landreth, Robin Bargar",,
1995,SHORT FILM (Animated),Short Film (Animated),Gagarin,tt0113138,Alexij Kharitidi,,
1995,SHORT FILM (Animated),Short Film (Animated),Runaway Brain,tt0114308,Chris Bailey,,
1995,SHORT FILM (Live Action),Short Film (Live Action),Brooms,tt0112584,"Luke Cresswell, Steve McNicholas",,
1995,SHORT FILM (Live Action),Short Film (Live Action),Duke of Groove,tt0112910,"Griffin Dunne, Thom Colwell",,
1995,SHORT FILM (Live Action),Short Film (Live Action),Lieberman in Love,tt0113653,"Christine Lahti, Jana Sue Memel",TRUE,
